feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.9235256825317216,1.5417249388182441,0.8850641744665096,-1.344202370501882,-0.24833080336119726,0.5198189427836709,-0.9740380405728658,-0.03595600601632668,-1.0206917563186189,-0.40760132851376785,-127.90643959862969
0.0002969197018955494,0.7128255368759785,-2.564232377397966,0.845566272967356,-1.7235716385931064,0.40861272354770023,0.814624961076805,0.4551852609865118,-1.5809097578071323,-0.9397691671077434,-95.72728447485895
-2.664888982420749,-0.6737994874769695,1.3497288617962884,0.8736152773482824,0.21609177840845975,0.23522330177470835,1.0567906977748556,1.2191185831288778,-0.9189102444426916,-0.9344105936731382,-137.4129537767345
0.860676609989148,-0.13086535416555442,0.7877004636457344,-0.3708345472629175,-0.8069359789029356,-0.6189751530152406,0.36231665399688306,0.9480039196025698,0.9765513428540934,1.0312083279311226,233.427588920318
1.6815995173388665,-0.2995215627045837,-1.312037651599505,0.3231634386090179,-0.8185381899572487,0.14754516461566006,0.030821504971898544,0.7772239231649722,1.452909292491791,-0.8437740079458224,212.42979403173936
-0.8226686813938765,-0.49346016074619414,0.04366765252189872,0.5636694677870849,-0.2957595520836542,0.2881796744584769,0.5754864541451266,0.26016158862816335,1.4756662192083265,0.6164016368254569,211.5894935005793
-1.3292661074316252,-0.7363315257103421,0.2885808254529746,-0.05333482494867749,0.10560396687838777,-0.8224049366418097,-0.09366482458443748,-0.1865405315112861,-0.1867340266847652,-2.589627396985698,-481.05006458833685
-0.09493603083503659,-0.12278788424177063,0.011081882002033003,0.04924446664583914,2.077149357004948,0.14938510470230182,-1.972851179466073,0.4856741778530368,1.5337502194442783,0.2788431888261961,165.03081345805396
0.19489060349409984,0.7271793843275252,0.8692912316395871,-0.49829701009134175,1.2083161465787657,0.12736849280846751,-0.38768058957085894,-0.6659271861608637,-0.3983608756516819,-0.6326184089962551,-65.04493611711345
-0.4090383512025168,1.138323528864548,0.04296892648945146,-1.4324339004571895,-0.9431987757379455,0.9825914061925943,0.3134069531329625,-0.3627930829608144,0.9243175043568115,1.0916841293310198,117.04619067583478
-0.003626263201867061,-1.581844283343761,0.235216493319859,0.5175894040838968,0.8635468305803188,-0.7735000170160821,0.994827867535291,-0.4858975757423949,1.0258236728310666,0.27645372819530206,102.76432791969725
-0.2263831716826752,-0.8057551109424997,-0.5249366071046069,-1.205563977322022,0.8550239974465792,0.5154630830897815,-0.598636402173068,1.72297032126334,0.7310051780484033,0.4576173105057212,89.45649848161871
1.6199307807371202,-0.23586871419549893,0.7070684606668858,0.9236146551351375,1.868876041172258,-0.5350295424604633,0.431494820973453,0.7477145337391217,-1.0952892992246266,1.4927368654976934,404.1659155776234
0.10787613322754204,0.8278139398765897,-1.0916545970368514,-0.691667758043824,0.2632846827489813,0.22771841079284147,-0.032368378398624685,-0.49034900774909984,-2.689376835888097,1.3836500140442285,-133.60054405412257
-0.9846123906019201,-0.1480574835924277,-0.840919995004548,-1.0779722099001763,-1.785985364217308,1.3980305598592218,-2.553663189607097,-0.10706749373318156,0.21653762285942,1.0571544615965973,-331.363475822652
-1.1368714415003964,-0.5656004083754209,-0.5620774488202548,-1.3014085509753899,0.007188572110244083,1.0929620309935792,-0.46116479754680795,-0.05831740212374932,-0.5655315825351004,-0.6241827576734075,-340.29249190429584
-0.12541162778333032,-1.064876636077131,-0.9372392478819717,-0.20193732230437758,0.9717898350900698,-0.2606705631101332,-0.2960954357187753,-0.9256828983984836,1.6329282136210037,-0.1054336130437712,-20.057765297462005
0.593014126246807,-0.4580752360332156,0.2053251711364383,1.2380945582385288,-0.046690660231447224,1.7927000430322524,-0.36474961146711443,-0.1576836159188057,1.9630215568927116,-2.4425703108102383,140.3047422389959
0.18698832626915157,-1.3831116179998952,-0.45836115830000534,0.5631936470921522,-0.10233166661349304,0.5031522807409301,0.43839368389704736,-0.5366319737591001,1.1301471896759827,0.3950767770391648,115.2706544879095
2.0896384001049237,-0.6038333021544436,0.903373168206225,-0.8886269659610951,-2.1269355359472066,0.6815916243484499,0.9110454194667758,-0.7718784427174015,0.9473290987696096,-0.31203647182183547,27.45724979027493
-1.1875074557810488,0.8853049923445235,-1.6079722364777966,-0.4557803720509831,-0.26630577350305296,0.9359699142773179,-1.191008597516796,0.8604405007086384,-0.8472556306593932,0.05764762429749462,-143.70260269183066
-0.6590724806807579,-0.00202187895610669,-0.5355727965642787,0.5663687396578867,0.4673811020453302,-0.20167911929564963,0.04718264571547621,0.039054657199761506,-1.2189909613384853,-1.1840021635793678,-203.23707799091804
0.6767770216989251,1.3505664985868564,0.40822619459221027,1.9979126680309598,1.6759403052148303,0.9259491623149904,1.5222468544348076,0.5629656745286749,2.106324337528946,0.4415484854869144,910.918624443627
-0.5874119948419096,1.3078668974891787,1.077300723246646,0.6737433602394493,0.023152632170885232,-0.34912243914380786,-2.336093335665016,1.0246884657841877,0.3266403226856745,1.0173305832199473,101.81012869191022
-0.6147183488354936,0.0008365694238103493,-0.7578656738910176,-0.33806315645515256,0.6598610913764944,-0.25991908137758307,0.3520392955617268,0.6892974707951418,0.04793131242313042,0.2924519803109261,62.176847119452674
-0.3654556039159961,-0.5207405353263554,0.2110631893840698,-0.13958029877385944,-0.40217265004598596,-0.2525428460059752,-0.41098445394970684,-0.027754314517974953,1.2684746374043026,0.11525846697381936,-26.841338019256895
-0.8814614841802645,0.25389807864308056,-0.47715183935566613,0.5127499788448551,0.41156083976156316,-0.4555887568091291,-0.7238546182988574,0.04239360889036551,-1.0579364999353404,0.03825080435403447,-163.39098788707787
0.256686821247783,-0.3169681135398424,-2.4979028186238406,-0.9328903790468056,0.25669660680908457,-0.2232255545454687,-3.5013346430443346,-1.2280923831976975,0.21120448647075313,1.3970202161810144,-346.0491894100208
-0.07509718743133512,-0.23945972148482492,1.1258578735061542,-1.2054251576580153,1.1378201756706656,0.7358141000298808,0.27120189994034266,0.707532529272438,-1.3942558002021206,-1.168989156727885,-171.4577796903799
0.2909891193121793,0.08128776918888148,0.5359082358365629,-0.8362741013878021,0.26109053559183215,-0.44185054295786286,0.7416424311368464,-0.6581421429454758,-0.17523626944263973,-0.539507615415803,-102.9657376163128
-0.20406816281175863,-0.14952818753290717,-1.4843413236079752,-0.9165076650172724,-0.40639013595298484,0.33794643659938906,-0.15685866885916952,-0.45866169180081134,0.8293911336135962,1.5118783251518677,47.75730316911985
-1.3191159366980714,0.21861696094714247,-0.5914765915743823,-0.0016681059573899707,-1.1034880198805457,0.278033722173871,0.6901161288121619,2.844619688613455,-0.7303160054872079,-1.6453332836006647,-78.54314567764389
1.4973895329343552,1.9614496257334253,1.571762398420777,0.06745928631569825,0.18463735204177073,-0.7813248108966647,-1.0184949588761962,-0.47849314821569994,-0.681496066507474,-0.31976077931501845,29.609916849746124
0.039507103774536666,0.3829355815177491,-0.1723176432409694,1.8744783007721701,0.6365732342042777,0.7616639578647196,0.3712892791121878,1.221043964123168,0.30636204614732315,0.4540577270027175,477.40024349748217
-1.2670853358218166,2.6989818582400513,-0.06461786855188227,0.1484053447126696,-1.126903087393793,-0.6054442574051596,-0.6056042030438922,-1.5752455828710161,0.23922524307667054,-0.3271612125338011,-161.4850844368842
-0.9968077571124663,-1.7652804996588545,1.0049165995958784,-1.708768563043486,-0.42616621775256003,0.8310665324745615,0.4876590746863556,0.7565411533758477,0.647809740023584,-0.423374564655603,-215.1971270467913
-0.05421871850274789,-0.07240144828210641,-0.2886721209046809,1.0789791967539673,-0.7054066870839525,-0.4123323816989089,-0.23740715625791187,0.5637517857722724,-1.0901395043154363,-1.0836851142399726,-164.7791356054729
0.7697069390748835,-0.40938561550084474,0.28015607552815164,-2.3754705798441993,0.3849744123945368,-1.3079175236807032,2.4266859994390675,-2.6666639370147758,0.06265190723970734,0.1845119074256219,-202.72539566252146
-1.4751323467651105,1.3080515241404258,-0.012853708915984653,-1.0096908101017814,0.25154838823127873,0.38141905285830363,0.22542739475791396,-1.8465232171414525,0.5445279156652097,-0.6233400979930643,-190.51516487660427
-0.6375825783764472,-1.8338345610262037,-0.6347079704470455,0.8248647946776654,-0.2849219276677575,0.9417874419762877,0.22103301879710519,1.5895816708502652,-2.373296817540293,-0.2449665223764016,-194.578609819932
-1.252888827804778,0.2363465725787299,-1.8590419314121451,0.8374319510444634,-0.15000084013065929,1.722453597128943,-0.07154975569662961,1.7356492655163855,-0.6548108061105036,-0.6713106068741533,81.88327971058675
-0.13970686887032074,-1.573401743770494,2.194772346857208,0.8677947520707335,0.6707725288599602,-1.0115562956627477,0.6225584287950121,-0.12049623717557745,2.1202598179521606,-0.5642328580402435,129.56826963571635
0.6194488863654957,-0.32764789593933047,0.4878448535643957,0.6924312355768134,0.6342316744134794,-0.3734818400379717,0.4207268169425651,0.2702714067785744,2.737094338815178,-0.7038461320238546,358.36021316782563
-0.11616829779307922,-0.7368722045820939,1.8422848825552456,0.6463025814978279,-0.6149187644122356,-0.040965333974536895,1.1904286383596427,0.1390533426307131,-0.1521313710593431,-0.01953262879514639,53.27724177792785
1.621939133926113,-0.09755807581141676,0.09354989213474393,0.42246690724768315,-0.33065506787019244,1.4720064575313252,-0.7680510811106294,-0.5875123394441815,0.8359831382615202,1.0233938714739081,279.2968575978129
0.4981260139755228,1.7378699567015612,0.12452013775098156,-0.1224439266719751,-0.7238260679127329,-1.6205634980769912,-0.12602606771189523,0.7932666402642482,-1.6888095395596623,-0.2974313353477321,-110.78154371703751
-0.4555089385756412,-1.212215205225071,0.24443369517951608,-1.7923806792473473,0.42740744163577365,-1.3283974662783684,0.05877439620044747,0.7829409674241992,1.9535057353530225,0.7293274133433976,-15.907348588708004
-1.2775858164149165,1.3862128954572015,-0.01694598914010135,-0.015201629058977982,0.038132955435771276,0.48386864419400716,0.30431720125640516,0.49682103547042855,-0.5279547343246516,-0.09596611157555078,44.85363093680135
-2.0417206011719546,-2.443346915443311,-0.1435883357466074,0.8730023865974689,1.5474077348354867,-0.7506880691603819,0.26725615684522264,-0.7220051769270167,0.08432211513636415,0.9402208318004073,-161.16169299644102
-0.6478893621649857,-2.2760486192533698,0.8354692237335773,-1.0506910307658572,1.4692602639027366,0.8673923084610775,-0.8237936926767928,-0.040831617889041064,1.0621488946312336,0.9747676973764198,-59.99621764993946
